RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error,Subcomponent1,Subcomponent2
53,121,25247,65,68,1,2,3,2,s,pre,0,Staccato,Piano
54,123,25491,65,57,1,2,3,2,s,pre,0,Staccato,Piano
55,125,25743,64,61,1,2,3,2,s,pre,0,Staccato,Piano
56,127,25988,64,57,1,2,3,2,s,pre,0,Staccato,Piano
58,131,27427,67,58,1,2,3,2,s,pre,0,Staccato,Piano
59,133,27671,67,63,1,2,3,2,s,pre,0,Staccato,Piano
60,135,27920,71,75,1,2,3,2,s,pre,0,Staccato,Piano
61,137,28151,71,78,1,2,3,2,s,pre,0,Staccato,Piano
62,139,28384,72,90,1,2,3,2,s,pre,0,Staccato,Piano
6,26,9232,67,58,1,2,4,1,s,pre,1,Staccato,Piano
7,29,9515,67,58,1,2,4,1,s,pre,1,Staccato,Piano
8,31,9788,67,65,1,2,4,1,s,pre,1,Staccato,Piano
18,50,12562,81,73,1,2,4,1,s,pre,1,Staccato,Piano
19,53,12826,81,67,1,2,4,1,s,pre,1,Staccato,Piano
20,55,13079,81,71,1,2,4,1,s,pre,1,Staccato,Piano
29,73,16666,77,72,1,2,4,1,s,pre,1,Staccato,Piano
30,75,16943,77,62,1,2,4,1,s,pre,1,Staccato,Piano
31,77,17204,76,58,1,2,4,1,s,pre,1,Staccato,Piano
32,79,17478,76,47,1,2,4,1,s,pre,1,Staccato,Piano
36,87,19981,76,65,1,2,4,1,s,pre,1,Staccato,Piano
37,89,20247,76,58,1,2,4,1,s,pre,1,Staccato,Piano
38,91,20522,76,57,1,2,4,1,s,pre,1,Staccato,Piano
39,93,20796,76,59,1,2,4,1,s,pre,1,Staccato,Piano
48,110,23290,72,78,1,2,4,1,s,pre,1,Staccato,Piano
49,113,23532,72,67,1,2,4,1,s,pre,1,Staccato,Piano
50,115,23831,74,51,1,2,4,1,s,pre,1,Staccato,Piano
51,117,24070,74,53,1,2,4,1,s,pre,1,Staccato,Piano
53,121,25445,65,61,1,2,4,1,s,pre,1,Staccato,Piano
54,123,25711,65,62,1,2,4,1,s,pre,1,Staccato,Piano
55,125,26218,64,43,1,2,4,1,s,pre,1,Staccato,Piano
58,129,27618,67,54,1,2,4,1,s,pre,1,Staccato,Piano
59,131,27869,67,57,1,2,4,1,s,pre,1,Staccato,Piano
60,133,28144,71,57,1,2,4,1,s,pre,1,Staccato,Piano
61,135,28425,71,56,1,2,4,1,s,pre,1,Staccato,Piano
62,137,28699,72,59,1,2,4,1,s,pre,1,Staccato,Piano
63,139,28958,72,65,1,2,4,1,s,pre,1,Staccato,Piano
64,141,29229,73,68,1,2,4,1,s,pre,1,Staccato,Piano
65,143,29478,73,65,1,2,4,1,s,pre,1,Staccato,Piano
6,26,9195,67,76,1,2,4,2,s,pre,0,Staccato,Piano
7,29,9477,67,58,1,2,4,2,s,pre,0,Staccato,Piano
8,31,9749,67,62,1,2,4,2,s,pre,0,Staccato,Piano
18,50,12583,81,70,1,2,4,2,s,pre,0,Staccato,Piano
19,53,12856,81,63,1,2,4,2,s,pre,0,Staccato,Piano
20,55,13107,81,66,1,2,4,2,s,pre,0,Staccato,Piano
29,73,16718,77,64,1,2,4,2,s,pre,0,Staccato,Piano
30,75,16985,77,67,1,2,4,2,s,pre,0,Staccato,Piano
31,77,17259,76,68,1,2,4,2,s,pre,0,Staccato,Piano
32,79,17526,76,67,1,2,4,2,s,pre,0,Staccato,Piano
36,87,20131,76,66,1,2,4,2,s,pre,0,Staccato,Piano
37,89,20390,76,70,1,2,4,2,s,pre,0,Staccato,Piano
38,91,20672,76,65,1,2,4,2,s,pre,0,Staccato,Piano
39,93,20939,76,63,1,2,4,2,s,pre,0,Staccato,Piano
48,111,23491,72,72,1,2,4,2,s,pre,0,Staccato,Piano
49,113,23743,72,68,1,2,4,2,s,pre,0,Staccato,Piano
50,115,24026,74,66,1,2,4,2,s,pre,0,Staccato,Piano
51,117,24305,74,50,1,2,4,2,s,pre,0,Staccato,Piano
53,121,25679,65,79,1,2,4,2,s,pre,0,Staccato,Piano
54,123,25936,65,78,1,2,4,2,s,pre,0,Staccato,Piano
55,125,26221,64,62,1,2,4,2,s,pre,0,Staccato,Piano
56,127,26480,64,66,1,2,4,2,s,pre,0,Staccato,Piano
58,131,27904,67,65,1,2,4,2,s,pre,0,Staccato,Piano
59,133,28153,67,70,1,2,4,2,s,pre,0,Staccato,Piano
60,135,28442,71,62,1,2,4,2,s,pre,0,Staccato,Piano
61,137,28710,71,65,1,2,4,2,s,pre,0,Staccato,Piano
62,139,28975,72,76,1,2,4,2,s,pre,0,Staccato,Piano
63,141,29243,72,71,1,2,4,2,s,pre,0,Staccato,Piano
64,143,29505,73,78,1,2,4,2,s,pre,0,Staccato,Piano
65,145,29774,73,76,1,2,4,2,s,pre,0,Staccato,Piano
6,27,11074,67,56,1,2,5,1,s,pre,1,Staccato,Piano
7,29,11350,67,60,1,2,5,1,s,pre,1,Staccato,Piano
18,49,14549,81,44,1,2,5,1,s,pre,1,Staccato,Piano
19,51,14816,81,46,1,2,5,1,s,pre,1,Staccato,Piano
29,69,19021,77,54,1,2,5,1,s,pre,1,Staccato,Piano
30,71,19309,77,53,1,2,5,1,s,pre,1,Staccato,Piano
31,73,19586,76,49,1,2,5,1,s,pre,1,Staccato,Piano
32,75,19854,76,50,1,2,5,1,s,pre,1,Staccato,Piano
36,83,22611,76,50,1,2,5,1,s,pre,1,Staccato,Piano
37,85,22890,76,59,1,2,5,1,s,pre,1,Staccato,Piano
38,87,23164,76,63,1,2,5,1,s,pre,1,Staccato,Piano
39,89,23432,76,68,1,2,5,1,s,pre,1,Staccato,Piano
48,106,25989,72,70,1,2,5,1,s,pre,1,Staccato,Piano
49,109,26270,72,53,1,2,5,1,s,pre,1,Staccato,Piano
50,111,26542,74,58,1,2,5,1,s,pre,1,Staccato,Piano
51,113,26815,74,55,1,2,5,1,s,pre,1,Staccato,Piano
53,117,28756,65,67,1,2,5,1,s,pre,1,Staccato,Piano
54,119,29021,65,65,1,2,5,1,s,pre,1,Staccato,Piano
55,121,29318,64,43,1,2,5,1,s,pre,1,Staccato,Piano
56,123,29578,64,57,1,2,5,1,s,pre,1,Staccato,Piano
58,127,31077,67,53,1,2,5,1,s,pre,1,Staccato,Piano
59,129,31357,67,49,1,2,5,1,s,pre,1,Staccato,Piano
60,131,31642,71,55,1,2,5,1,s,pre,1,Staccato,Piano
61,133,31909,71,55,1,2,5,1,s,pre,1,Staccato,Piano
62,135,32170,72,63,1,2,5,1,s,pre,1,Staccato,Piano
63,137,32429,72,72,1,2,5,1,s,pre,1,Staccato,Piano
64,139,32700,73,78,1,2,5,1,s,pre,1,Staccato,Piano
65,141,32948,73,78,1,2,5,1,s,pre,1,Staccato,Piano
6,26,9377,67,61,1,2,5,2,s,pre,1,Staccato,Piano
7,29,9648,67,53,1,2,5,2,s,pre,1,Staccato,Piano
18,48,12810,81,72,1,2,5,2,s,pre,1,Staccato,Piano
19,51,13085,81,63,1,2,5,2,s,pre,1,Staccato,Piano
20,53,13378,81,49,1,2,5,2,s,pre,1,Staccato,Piano
29,69,17136,77,62,1,2,5,2,s,pre,1,Staccato,Piano
30,71,17409,77,67,1,2,5,2,s,pre,1,Staccato,Piano
31,73,17687,76,61,1,2,5,2,s,pre,1,Staccato,Piano
32,75,17954,76,60,1,2,5,2,s,pre,1,Staccato,Piano
36,82,20642,76,56,1,2,5,2,s,pre,1,Staccato,Piano
37,85,20908,76,63,1,2,5,2,s,pre,1,Staccato,Piano
38,87,21171,76,65,1,2,5,2,s,pre,1,Staccato,Piano
39,89,21439,76,72,1,2,5,2,s,pre,1,Staccato,Piano
48,106,23960,72,70,1,2,5,2,s,pre,1,Staccato,Piano
49,109,24220,72,60,1,2,5,2,s,pre,1,Staccato,Piano
50,111,24491,74,63,1,2,5,2,s,pre,1,Staccato,Piano
51,113,24749,74,57,1,2,5,2,s,pre,1,Staccato,Piano
53,117,26256,65,62,1,2,5,2,s,pre,1,Staccato,Piano
54,119,26533,65,58,1,2,5,2,s,pre,1,Staccato,Piano
55,121,27086,64,62,1,2,5,2,s,pre,1,Staccato,Piano
58,125,28563,67,68,1,2,5,2,s,pre,1,Staccato,Piano
59,127,28846,67,70,1,2,5,2,s,pre,1,Staccato,Piano
60,129,29115,71,70,1,2,5,2,s,pre,1,Staccato,Piano
61,131,29387,71,70,1,2,5,2,s,pre,1,Staccato,Piano
62,133,29650,72,75,1,2,5,2,s,pre,1,Staccato,Piano
63,135,29922,72,77,1,2,5,2,s,pre,1,Staccato,Piano
64,137,30199,73,81,1,2,5,2,s,pre,1,Staccato,Piano
65,139,30475,73,85,1,2,5,2,s,pre,1,Staccato,Piano
6,27,11552,67,51,1,2,6,1,s,pre,1,Staccato,Piano
7,29,12004,67,51,1,2,6,1,s,pre,1,Staccato,Piano
8,31,12429,67,65,1,2,6,1,s,pre,1,Staccato,Piano
18,51,16771,81,62,1,2,6,1,s,pre,1,Staccato,Piano
19,53,17182,81,44,1,2,6,1,s,pre,1,Staccato,Piano
20,55,17600,81,53,1,2,6,1,s,pre,1,Staccato,Piano
29,73,23098,77,48,1,2,6,1,s,pre,1,Staccato,Piano
30,75,23512,77,46,1,2,6,1,s,pre,1,Staccato,Piano
31,77,24244,76,64,1,2,6,1,s,pre,1,Staccato,Piano
36,84,27792,76,55,1,2,6,1,s,pre,1,Staccato,Piano
37,87,28150,76,55,1,2,6,1,s,pre,1,Staccato,Piano
38,89,28518,76,63,1,2,6,1,s,pre,1,Staccato,Piano
39,91,28888,76,70,1,2,6,1,s,pre,1,Staccato,Piano
48,108,32352,72,53,1,2,6,1,s,pre,1,Staccato,Piano
49,111,32714,72,63,1,2,6,1,s,pre,1,Staccato,Piano
50,113,33094,74,49,1,2,6,1,s,pre,1,Staccato,Piano
51,115,33460,74,53,1,2,6,1,s,pre,1,Staccato,Piano
53,119,35278,65,52,1,2,6,1,s,pre,1,Staccato,Piano
54,121,35640,65,55,1,2,6,1,s,pre,1,Staccato,Piano
55,123,36024,64,39,1,2,6,1,s,pre,1,Staccato,Piano
56,125,36386,64,53,1,2,6,1,s,pre,1,Staccato,Piano
58,129,38358,67,60,1,2,6,1,s,pre,1,Staccato,Piano
59,131,38720,67,62,1,2,6,1,s,pre,1,Staccato,Piano
60,133,39080,71,56,1,2,6,1,s,pre,1,Staccato,Piano
61,135,39436,71,73,1,2,6,1,s,pre,1,Staccato,Piano
62,137,39792,72,67,1,2,6,1,s,pre,1,Staccato,Piano
63,139,40135,72,65,1,2,6,1,s,pre,1,Staccato,Piano
64,141,40479,73,74,1,2,6,1,s,pre,1,Staccato,Piano
65,143,40846,73,79,1,2,6,1,s,pre,1,Staccato,Piano
6,27,9562,67,43,1,2,6,2,s,pre,1,Staccato,Piano
7,29,9903,67,56,1,2,6,2,s,pre,1,Staccato,Piano
8,31,10239,67,63,1,2,6,2,s,pre,1,Staccato,Piano
18,51,13533,81,68,1,2,6,2,s,pre,1,Staccato,Piano
19,53,13890,81,53,1,2,6,2,s,pre,1,Staccato,Piano
20,55,14235,81,50,1,2,6,2,s,pre,1,Staccato,Piano
29,73,18655,77,59,1,2,6,2,s,pre,1,Staccato,Piano
30,75,18976,77,58,1,2,6,2,s,pre,1,Staccato,Piano
31,77,19321,76,51,1,2,6,2,s,pre,1,Staccato,Piano
32,79,19659,76,62,1,2,6,2,s,pre,1,Staccato,Piano
36,86,22843,76,53,1,2,6,2,s,pre,1,Staccato,Piano
37,89,23170,76,57,1,2,6,2,s,pre,1,Staccato,Piano
38,91,23482,76,52,1,2,6,2,s,pre,1,Staccato,Piano
39,93,23810,76,58,1,2,6,2,s,pre,1,Staccato,Piano
48,110,26413,71,85,1,2,6,2,s,pre,1,Staccato,Piano
49,112,26763,72,49,1,2,6,2,s,pre,1,Staccato,Piano
50,115,27097,72,47,1,2,6,2,s,pre,1,Staccato,Piano
51,117,27413,74,60,1,2,6,2,s,pre,1,Staccato,Piano
53,121,28111,76,53,1,2,6,2,s,pre,1,Staccato,Piano
54,123,29470,65,47,1,2,6,2,s,pre,1,Staccato,Piano
55,125,29787,65,50,1,2,6,2,s,pre,1,Staccato,Piano
56,127,30133,64,45,1,2,6,2,s,pre,1,Staccato,Piano
58,131,30867,62,53,1,2,6,2,s,pre,1,Staccato,Piano
59,133,32259,67,60,1,2,6,2,s,pre,1,Staccato,Piano
60,135,32599,67,51,1,2,6,2,s,pre,1,Staccato,Piano
61,137,32934,71,66,1,2,6,2,s,pre,1,Staccato,Piano
62,139,33264,71,52,1,2,6,2,s,pre,1,Staccato,Piano
63,141,33591,72,62,1,2,6,2,s,pre,1,Staccato,Piano
64,143,33902,72,58,1,2,6,2,s,pre,1,Staccato,Piano
65,145,34221,73,72,1,2,6,2,s,pre,1,Staccato,Piano
6,27,10846,67,51,1,2,7,1,s,pre,0,Staccato,Piano
7,29,11172,67,44,1,2,7,1,s,pre,0,Staccato,Piano
8,31,11538,67,45,1,2,7,1,s,pre,0,Staccato,Piano
18,51,14963,81,57,1,2,7,1,s,pre,0,Staccato,Piano
19,53,15272,81,62,1,2,7,1,s,pre,0,Staccato,Piano
20,55,15606,81,56,1,2,7,1,s,pre,0,Staccato,Piano
29,73,20402,77,63,1,2,7,1,s,pre,0,Staccato,Piano
30,75,20726,77,66,1,2,7,1,s,pre,0,Staccato,Piano
31,77,21054,76,59,1,2,7,1,s,pre,0,Staccato,Piano
32,79,21410,76,52,1,2,7,1,s,pre,0,Staccato,Piano
36,87,24572,76,58,1,2,7,1,s,pre,0,Staccato,Piano
37,89,24906,76,55,1,2,7,1,s,pre,0,Staccato,Piano
38,91,25247,76,60,1,2,7,1,s,pre,0,Staccato,Piano
39,93,25582,76,62,1,2,7,1,s,pre,0,Staccato,Piano
48,111,28739,72,67,1,2,7,1,s,pre,0,Staccato,Piano
49,113,29078,72,58,1,2,7,1,s,pre,0,Staccato,Piano
50,115,29425,74,64,1,2,7,1,s,pre,0,Staccato,Piano
51,117,29773,74,66,1,2,7,1,s,pre,0,Staccato,Piano
53,121,31530,65,61,1,2,7,1,s,pre,0,Staccato,Piano
54,123,31878,65,63,1,2,7,1,s,pre,0,Staccato,Piano
55,125,32238,64,54,1,2,7,1,s,pre,0,Staccato,Piano
56,127,32595,64,52,1,2,7,1,s,pre,0,Staccato,Piano
58,131,34322,67,56,1,2,7,1,s,pre,0,Staccato,Piano
59,133,34656,67,66,1,2,7,1,s,pre,0,Staccato,Piano
60,135,34994,71,60,1,2,7,1,s,pre,0,Staccato,Piano
61,137,35337,71,59,1,2,7,1,s,pre,0,Staccato,Piano
62,139,35674,72,71,1,2,7,1,s,pre,0,Staccato,Piano
63,141,36012,72,68,1,2,7,1,s,pre,0,Staccato,Piano
64,143,36349,73,70,1,2,7,1,s,pre,0,Staccato,Piano
65,145,36673,73,72,1,2,7,1,s,pre,0,Staccato,Piano
6,27,9457,67,62,1,2,7,2,s,pre,1,Staccato,Piano
7,29,9770,67,43,1,2,7,2,s,pre,1,Staccato,Piano
8,31,10076,67,58,1,2,7,2,s,pre,1,Staccato,Piano
18,51,13169,81,57,1,2,7,2,s,pre,1,Staccato,Piano
19,53,13461,81,62,1,2,7,2,s,pre,1,Staccato,Piano
20,55,13791,81,47,1,2,7,2,s,pre,1,Staccato,Piano
29,73,17835,77,68,1,2,7,2,s,pre,1,Staccato,Piano
30,75,18144,77,65,1,2,7,2,s,pre,1,Staccato,Piano
31,77,18438,76,63,1,2,7,2,s,pre,1,Staccato,Piano
32,79,18750,76,57,1,2,7,2,s,pre,1,Staccato,Piano
36,87,21634,76,55,1,2,7,2,s,pre,1,Staccato,Piano
37,89,21920,76,61,1,2,7,2,s,pre,1,Staccato,Piano
38,91,22236,76,63,1,2,7,2,s,pre,1,Staccato,Piano
39,93,22551,76,66,1,2,7,2,s,pre,1,Staccato,Piano
48,111,25407,72,60,1,2,7,2,s,pre,1,Staccato,Piano
49,113,25712,72,63,1,2,7,2,s,pre,1,Staccato,Piano
50,115,26036,74,61,1,2,7,2,s,pre,1,Staccato,Piano
51,117,26340,74,62,1,2,7,2,s,pre,1,Staccato,Piano
53,121,27946,65,59,1,2,7,2,s,pre,1,Staccato,Piano
54,123,28251,65,65,1,2,7,2,s,pre,1,Staccato,Piano
55,125,28579,64,57,1,2,7,2,s,pre,1,Staccato,Piano
56,127,28913,64,58,1,2,7,2,s,pre,1,Staccato,Piano
58,131,30514,67,56,1,2,7,2,s,pre,1,Staccato,Piano
59,133,30805,67,68,1,2,7,2,s,pre,1,Staccato,Piano
60,135,31135,71,58,1,2,7,2,s,pre,1,Staccato,Piano
61,137,31435,71,67,1,2,7,2,s,pre,1,Staccato,Piano
62,139,31748,72,70,1,2,7,2,s,pre,1,Staccato,Piano
63,141,32047,72,75,1,2,7,2,s,pre,1,Staccato,Piano
64,143,32347,73,76,1,2,7,2,s,pre,1,Staccato,Piano
65,145,32638,73,78,1,2,7,2,s,pre,1,Staccato,Piano
6,27,9332,67,58,1,2,8,1,s,pre,1,Staccato,Piano
7,29,9614,67,48,1,2,8,1,s,pre,1,Staccato,Piano
8,31,9903,67,48,1,2,8,1,s,pre,1,Staccato,Piano
18,51,12821,81,59,1,2,8,1,s,pre,1,Staccato,Piano
19,53,13121,81,50,1,2,8,1,s,pre,1,Staccato,Piano
20,55,13377,81,69,1,2,8,1,s,pre,1,Staccato,Piano
29,73,17213,77,51,1,2,8,1,s,pre,1,Staccato,Piano
30,75,17508,77,54,1,2,8,1,s,pre,1,Staccato,Piano
31,77,17814,76,40,1,2,8,1,s,pre,1,Staccato,Piano
32,79,18098,76,55,1,2,8,1,s,pre,1,Staccato,Piano
36,86,20837,76,54,1,2,8,1,s,pre,1,Staccato,Piano
37,89,21115,76,52,1,2,8,1,s,pre,1,Staccato,Piano
38,91,21392,76,74,1,2,8,1,s,pre,1,Staccato,Piano
48,108,24222,72,81,1,2,8,1,s,pre,1,Staccato,Piano
49,111,24509,72,64,1,2,8,1,s,pre,1,Staccato,Piano
50,113,24794,74,61,1,2,8,1,s,pre,1,Staccato,Piano
51,115,25106,74,55,1,2,8,1,s,pre,1,Staccato,Piano
53,119,26600,65,57,1,2,8,1,s,pre,1,Staccato,Piano
54,121,26868,65,67,1,2,8,1,s,pre,1,Staccato,Piano
55,123,27139,64,57,1,2,8,1,s,pre,1,Staccato,Piano
56,125,27405,64,62,1,2,8,1,s,pre,1,Staccato,Piano
58,129,28922,67,52,1,2,8,1,s,pre,1,Staccato,Piano
59,131,29197,67,65,1,2,8,1,s,pre,1,Staccato,Piano
60,133,29474,71,71,1,2,8,1,s,pre,1,Staccato,Piano
61,135,29749,71,67,1,2,8,1,s,pre,1,Staccato,Piano
62,137,30031,72,70,1,2,8,1,s,pre,1,Staccato,Piano
63,139,30302,72,74,1,2,8,1,s,pre,1,Staccato,Piano
64,141,30608,73,86,1,2,8,1,s,pre,1,Staccato,Piano
65,143,30892,73,89,1,2,8,1,s,pre,1,Staccato,Piano
6,27,9370,67,49,1,2,8,2,s,pre,0,Staccato,Piano
7,29,9640,67,56,1,2,8,2,s,pre,0,Staccato,Piano
8,31,9943,67,61,1,2,8,2,s,pre,0,Staccato,Piano
18,51,12935,81,70,1,2,8,2,s,pre,0,Staccato,Piano
19,53,13248,81,45,1,2,8,2,s,pre,0,Staccato,Piano
20,55,13532,81,58,1,2,8,2,s,pre,0,Staccato,Piano
29,73,17496,77,54,1,2,8,2,s,pre,0,Staccato,Piano
30,75,17798,77,58,1,2,8,2,s,pre,0,Staccato,Piano
31,77,18089,76,52,1,2,8,2,s,pre,0,Staccato,Piano
32,79,18370,76,56,1,2,8,2,s,pre,0,Staccato,Piano
36,87,21168,76,44,1,2,8,2,s,pre,0,Staccato,Piano
37,89,21472,76,44,1,2,8,2,s,pre,0,Staccato,Piano
38,91,21764,76,50,1,2,8,2,s,pre,0,Staccato,Piano
39,93,22038,76,53,1,2,8,2,s,pre,0,Staccato,Piano
48,110,24778,72,68,1,2,8,2,s,pre,0,Staccato,Piano
49,113,25067,72,60,1,2,8,2,s,pre,0,Staccato,Piano
50,115,25350,74,55,1,2,8,2,s,pre,0,Staccato,Piano
51,117,25652,74,53,1,2,8,2,s,pre,0,Staccato,Piano
53,121,27218,65,42,1,2,8,2,s,pre,0,Staccato,Piano
54,123,27496,65,59,1,2,8,2,s,pre,0,Staccato,Piano
55,125,27787,64,56,1,2,8,2,s,pre,0,Staccato,Piano
56,127,28080,64,58,1,2,8,2,s,pre,0,Staccato,Piano
58,131,29609,67,50,1,2,8,2,s,pre,0,Staccato,Piano
59,133,29886,67,56,1,2,8,2,s,pre,0,Staccato,Piano
60,135,30176,71,56,1,2,8,2,s,pre,0,Staccato,Piano
61,137,30452,71,69,1,2,8,2,s,pre,0,Staccato,Piano
62,139,30754,72,75,1,2,8,2,s,pre,0,Staccato,Piano
63,141,31027,72,78,1,2,8,2,s,pre,0,Staccato,Piano
64,143,31336,73,88,1,2,8,2,s,pre,0,Staccato,Piano
65,145,31620,73,88,1,2,8,2,s,pre,0,Staccato,Piano
6,27,9970,67,65,1,2,9,1,s,pre,1,Staccato,Piano
7,29,10177,67,57,1,2,9,1,s,pre,1,Staccato,Piano
8,31,10384,67,65,1,2,9,1,s,pre,1,Staccato,Piano
18,51,12460,81,53,1,2,9,1,s,pre,1,Staccato,Piano
19,53,12650,81,63,1,2,9,1,s,pre,1,Staccato,Piano
20,55,12848,81,63,1,2,9,1,s,pre,1,Staccato,Piano
29,73,15526,77,58,1,2,9,1,s,pre,1,Staccato,Piano
30,75,15715,77,50,1,2,9,1,s,pre,1,Staccato,Piano
31,77,15912,76,48,1,2,9,1,s,pre,1,Staccato,Piano
32,79,16099,76,37,1,2,9,1,s,pre,1,Staccato,Piano
36,85,17964,76,49,1,2,9,1,s,pre,1,Staccato,Piano
37,87,18156,76,55,1,2,9,1,s,pre,1,Staccato,Piano
38,89,18347,76,55,1,2,9,1,s,pre,1,Staccato,Piano
39,91,18553,76,55,1,2,9,1,s,pre,1,Staccato,Piano
48,109,20349,72,74,1,2,9,1,s,pre,1,Staccato,Piano
49,111,20555,72,63,1,2,9,1,s,pre,1,Staccato,Piano
50,113,20762,74,42,1,2,9,1,s,pre,1,Staccato,Piano
51,115,20936,74,49,1,2,9,1,s,pre,1,Staccato,Piano
53,119,21971,65,35,1,2,9,1,s,pre,1,Staccato,Piano
54,121,22145,65,43,1,2,9,1,s,pre,1,Staccato,Piano
55,123,22362,64,38,1,2,9,1,s,pre,1,Staccato,Piano
56,125,22537,64,47,1,2,9,1,s,pre,1,Staccato,Piano
58,129,23574,67,60,1,2,9,1,s,pre,1,Staccato,Piano
59,131,23763,67,64,1,2,9,1,s,pre,1,Staccato,Piano
60,133,23991,71,52,1,2,9,1,s,pre,1,Staccato,Piano
61,135,24168,71,49,1,2,9,1,s,pre,1,Staccato,Piano
62,137,24376,72,63,1,2,9,1,s,pre,1,Staccato,Piano
63,139,24572,72,66,1,2,9,1,s,pre,1,Staccato,Piano
64,141,24760,73,74,1,2,9,1,s,pre,1,Staccato,Piano
65,143,24943,73,85,1,2,9,1,s,pre,1,Staccato,Piano
6,27,9098,67,68,1,2,9,2,s,pre,1,Staccato,Piano
7,29,9346,67,57,1,2,9,2,s,pre,1,Staccato,Piano
8,31,9590,67,63,1,2,9,2,s,pre,1,Staccato,Piano
19,53,12097,81,58,1,2,9,2,s,pre,1,Staccato,Piano
20,55,12324,81,62,1,2,9,2,s,pre,1,Staccato,Piano
30,75,15587,77,67,1,2,9,2,s,pre,1,Staccato,Piano
31,77,15824,77,58,1,2,9,2,s,pre,1,Staccato,Piano
32,79,16038,76,46,1,2,9,2,s,pre,1,Staccato,Piano
36,87,17823,77,60,1,2,9,2,s,pre,1,Staccato,Piano
37,89,18310,76,56,1,2,9,2,s,pre,1,Staccato,Piano
38,91,18556,76,56,1,2,9,2,s,pre,1,Staccato,Piano
39,93,18778,76,58,1,2,9,2,s,pre,1,Staccato,Piano
48,110,20795,71,93,1,2,9,2,s,pre,1,Staccato,Piano
49,113,21036,72,64,1,2,9,2,s,pre,1,Staccato,Piano
50,115,21256,72,58,1,2,9,2,s,pre,1,Staccato,Piano
51,117,21475,74,50,1,2,9,2,s,pre,1,Staccato,Piano
53,121,21953,76,52,1,2,9,2,s,pre,1,Staccato,Piano
54,123,22803,65,55,1,2,9,2,s,pre,1,Staccato,Piano
55,125,23014,65,45,1,2,9,2,s,pre,1,Staccato,Piano
56,127,23240,64,37,1,2,9,2,s,pre,1,Staccato,Piano
58,131,23726,62,45,1,2,9,2,s,pre,1,Staccato,Piano
59,133,24598,67,51,1,2,9,2,s,pre,1,Staccato,Piano
60,135,24783,67,57,1,2,9,2,s,pre,1,Staccato,Piano
61,137,25027,71,58,1,2,9,2,s,pre,1,Staccato,Piano
62,139,25242,71,70,1,2,9,2,s,pre,1,Staccato,Piano
63,141,25455,72,71,1,2,9,2,s,pre,1,Staccato,Piano
64,143,25666,72,75,1,2,9,2,s,pre,1,Staccato,Piano
65,145,25880,73,79,1,2,9,2,s,pre,1,Staccato,Piano
6,27,9283,67,56,1,2,10,1,s,pre,1,Staccato,Piano
7,29,9851,67,41,1,2,10,1,s,pre,1,Staccato,Piano
18,49,12594,81,48,1,2,10,1,s,pre,1,Staccato,Piano
19,51,12857,81,44,1,2,10,1,s,pre,1,Staccato,Piano
20,53,13122,81,64,1,2,10,1,s,pre,1,Staccato,Piano
29,71,16771,77,49,1,2,10,1,s,pre,1,Staccato,Piano
30,73,17026,77,50,1,2,10,1,s,pre,1,Staccato,Piano
31,75,17290,76,47,1,2,10,1,s,pre,1,Staccato,Piano
32,77,17539,76,50,1,2,10,1,s,pre,1,Staccato,Piano
36,85,20076,76,55,1,2,10,1,s,pre,1,Staccato,Piano
37,87,20343,76,56,1,2,10,1,s,pre,1,Staccato,Piano
38,89,20611,76,51,1,2,10,1,s,pre,1,Staccato,Piano
39,91,20863,76,53,1,2,10,1,s,pre,1,Staccato,Piano
48,109,23264,72,55,1,2,10,1,s,pre,1,Staccato,Piano
49,111,23507,72,58,1,2,10,1,s,pre,1,Staccato,Piano
50,113,23774,74,56,1,2,10,1,s,pre,1,Staccato,Piano
51,115,24036,74,59,1,2,10,1,s,pre,1,Staccato,Piano
53,119,25507,65,47,1,2,10,1,s,pre,1,Staccato,Piano
54,121,25758,65,53,1,2,10,1,s,pre,1,Staccato,Piano
55,123,26311,64,43,1,2,10,1,s,pre,1,Staccato,Piano
58,127,27717,67,54,1,2,10,1,s,pre,1,Staccato,Piano
59,129,27971,67,56,1,2,10,1,s,pre,1,Staccato,Piano
60,131,28242,71,59,1,2,10,1,s,pre,1,Staccato,Piano
61,133,28499,71,57,1,2,10,1,s,pre,1,Staccato,Piano
62,135,28760,72,61,1,2,10,1,s,pre,1,Staccato,Piano
63,137,29030,72,59,1,2,10,1,s,pre,1,Staccato,Piano
64,139,29288,73,65,1,2,10,1,s,pre,1,Staccato,Piano
65,141,29547,73,69,1,2,10,1,s,pre,1,Staccato,Piano
6,27,9267,67,51,1,2,10,2,s,pre,0,Staccato,Piano
7,29,9541,67,46,1,2,10,2,s,pre,0,Staccato,Piano
8,31,9823,67,53,1,2,10,2,s,pre,0,Staccato,Piano
18,51,12537,81,63,1,2,10,2,s,pre,0,Staccato,Piano
19,53,12819,81,51,1,2,10,2,s,pre,0,Staccato,Piano
20,55,13089,81,58,1,2,10,2,s,pre,0,Staccato,Piano
29,73,16557,77,52,1,2,10,2,s,pre,0,Staccato,Piano
30,75,16805,77,55,1,2,10,2,s,pre,0,Staccato,Piano
31,77,17075,76,54,1,2,10,2,s,pre,0,Staccato,Piano
