RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error,KOT,Interval,Subcomponent1,Subcomponent2
59,133,27772,67,54,1,2,3,1,s,pre,0,-200,58,Staccato,Piano
60,135,28023,71,66,1,2,3,1,s,pre,0,-181,59,Staccato,Piano
61,137,28252,71,70,1,2,3,1,s,pre,0,-174,60,Staccato,Piano
62,139,28506,72,85,1,2,3,1,s,pre,0,-154,61,Staccato,Piano
63,141,28746,72,74,1,2,3,1,s,pre,0,-164,62,Staccato,Piano
64,143,28992,73,93,1,2,3,1,s,pre,0,-150,63,Staccato,Piano
65,145,29238,73,96,1,2,3,1,s,pre,0,-152,64,Staccato,Piano
7,29,9658,67,69,1,2,3,2,s,pre,0,-111,6,Staccato,Piano
8,31,9903,67,78,1,2,3,2,s,pre,0,-168,7,Staccato,Piano
19,53,12869,81,70,1,2,3,2,s,pre,0,-136,18,Staccato,Piano
20,55,13113,81,66,1,2,3,2,s,pre,0,-166,19,Staccato,Piano
30,75,16975,77,68,1,2,3,2,s,pre,0,-154,29,Staccato,Piano
31,77,17227,76,59,1,2,3,2,s,pre,0,-174,30,Staccato,Piano
32,79,17475,76,55,1,2,3,2,s,pre,0,-194,31,Staccato,Piano
37,89,20311,76,63,1,2,3,2,s,pre,0,-167,36,Staccato,Piano
38,91,20545,76,71,1,2,3,2,s,pre,0,-142,37,Staccato,Piano
39,93,20786,76,78,1,2,3,2,s,pre,0,-153,38,Staccato,Piano
49,113,23365,72,75,1,2,3,2,s,pre,0,-168,48,Staccato,Piano
50,115,23599,74,72,1,2,3,2,s,pre,0,-166,49,Staccato,Piano
51,117,23841,74,63,1,2,3,2,s,pre,0,-176,50,Staccato,Piano
54,123,25491,65,57,1,2,3,2,s,pre,0,-158,53,Staccato,Piano
55,125,25743,64,61,1,2,3,2,s,pre,0,-180,54,Staccato,Piano
56,127,25988,64,57,1,2,3,2,s,pre,0,-197,55,Staccato,Piano
59,133,27671,67,63,1,2,3,2,s,pre,0,-188,58,Staccato,Piano
60,135,27920,71,75,1,2,3,2,s,pre,0,-175,59,Staccato,Piano
61,137,28151,71,78,1,2,3,2,s,pre,0,-161,60,Staccato,Piano
62,139,28384,72,90,1,2,3,2,s,pre,0,-140,61,Staccato,Piano
63,141,28620,72,95,1,2,3,2,s,pre,0,-152,62,Staccato,Piano
64,143,28861,73,104,1,2,3,2,s,pre,0,-147,63,Staccato,Piano
65,145,29093,73,105,1,2,3,2,s,pre,0,-138,64,Staccato,Piano
7,29,9515,67,58,1,2,4,1,s,pre,1,-243,6,Staccato,Piano
8,31,9788,67,65,1,2,4,1,s,pre,1,-213,7,Staccato,Piano
19,53,12826,81,67,1,2,4,1,s,pre,1,-228,18,Staccato,Piano
20,55,13079,81,71,1,2,4,1,s,pre,1,-219,19,Staccato,Piano
30,75,16943,77,62,1,2,4,1,s,pre,1,-242,29,Staccato,Piano
31,77,17204,76,58,1,2,4,1,s,pre,1,-223,30,Staccato,Piano
32,79,17478,76,47,1,2,4,1,s,pre,1,-233,31,Staccato,Piano
37,89,20247,76,58,1,2,4,1,s,pre,1,-217,36,Staccato,Piano
38,91,20522,76,57,1,2,4,1,s,pre,1,-217,37,Staccato,Piano
39,93,20796,76,59,1,2,4,1,s,pre,1,-216,38,Staccato,Piano
49,113,23532,72,67,1,2,4,1,s,pre,1,-209,48,Staccato,Piano
50,115,23831,74,51,1,2,4,1,s,pre,1,-264,49,Staccato,Piano
51,117,24070,74,53,1,2,4,1,s,pre,1,-194,50,Staccato,Piano
54,123,25711,65,62,1,2,4,1,s,pre,1,-227,53,Staccato,Piano
59,131,27869,67,57,1,2,4,1,s,pre,1,-209,58,Staccato,Piano
60,133,28144,71,57,1,2,4,1,s,pre,1,-228,59,Staccato,Piano
61,135,28425,71,56,1,2,4,1,s,pre,1,-217,60,Staccato,Piano
62,137,28699,72,59,1,2,4,1,s,pre,1,-226,61,Staccato,Piano
63,139,28958,72,65,1,2,4,1,s,pre,1,-205,62,Staccato,Piano
64,141,29229,73,68,1,2,4,1,s,pre,1,-221,63,Staccato,Piano
65,143,29478,73,65,1,2,4,1,s,pre,1,-195,64,Staccato,Piano
7,29,9477,67,58,1,2,4,2,s,pre,0,-220,6,Staccato,Piano
8,31,9749,67,62,1,2,4,2,s,pre,0,-232,7,Staccato,Piano
19,53,12856,81,63,1,2,4,2,s,pre,0,-238,18,Staccato,Piano
20,55,13107,81,66,1,2,4,2,s,pre,0,-204,19,Staccato,Piano
30,75,16985,77,67,1,2,4,2,s,pre,0,-233,29,Staccato,Piano
31,77,17259,76,68,1,2,4,2,s,pre,0,-238,30,Staccato,Piano
32,79,17526,76,67,1,2,4,2,s,pre,0,-230,31,Staccato,Piano
37,89,20390,76,70,1,2,4,2,s,pre,0,-224,36,Staccato,Piano
38,91,20672,76,65,1,2,4,2,s,pre,0,-246,37,Staccato,Piano
39,93,20939,76,63,1,2,4,2,s,pre,0,-231,38,Staccato,Piano
49,113,23743,72,68,1,2,4,2,s,pre,0,-220,48,Staccato,Piano
50,115,24026,74,66,1,2,4,2,s,pre,0,-251,49,Staccato,Piano
51,117,24305,74,50,1,2,4,2,s,pre,0,-241,50,Staccato,Piano
54,123,25936,65,78,1,2,4,2,s,pre,0,-225,53,Staccato,Piano
55,125,26221,64,62,1,2,4,2,s,pre,0,-253,54,Staccato,Piano
56,127,26480,64,66,1,2,4,2,s,pre,0,-220,55,Staccato,Piano
59,133,28153,67,70,1,2,4,2,s,pre,0,-208,58,Staccato,Piano
60,135,28442,71,62,1,2,4,2,s,pre,0,-251,59,Staccato,Piano
61,137,28710,71,65,1,2,4,2,s,pre,0,-224,60,Staccato,Piano
62,139,28975,72,76,1,2,4,2,s,pre,0,-227,61,Staccato,Piano
63,141,29243,72,71,1,2,4,2,s,pre,0,-226,62,Staccato,Piano
64,143,29505,73,78,1,2,4,2,s,pre,0,-228,63,Staccato,Piano
65,145,29774,73,76,1,2,4,2,s,pre,0,-215,64,Staccato,Piano
7,29,11350,67,60,1,2,5,1,s,pre,1,-236,6,Staccato,Piano
19,51,14816,81,46,1,2,5,1,s,pre,1,-218,18,Staccato,Piano
30,71,19309,77,53,1,2,5,1,s,pre,1,-249,29,Staccato,Piano
31,73,19586,76,49,1,2,5,1,s,pre,1,-235,30,Staccato,Piano
32,75,19854,76,50,1,2,5,1,s,pre,1,-213,31,Staccato,Piano
37,85,22890,76,59,1,2,5,1,s,pre,1,-232,36,Staccato,Piano
38,87,23164,76,63,1,2,5,1,s,pre,1,-219,37,Staccato,Piano
39,89,23432,76,68,1,2,5,1,s,pre,1,-226,38,Staccato,Piano
49,109,26270,72,53,1,2,5,1,s,pre,1,-248,48,Staccato,Piano
50,111,26542,74,58,1,2,5,1,s,pre,1,-229,49,Staccato,Piano
51,113,26815,74,55,1,2,5,1,s,pre,1,-233,50,Staccato,Piano
54,119,29021,65,65,1,2,5,1,s,pre,1,-233,53,Staccato,Piano
55,121,29318,64,43,1,2,5,1,s,pre,1,-261,54,Staccato,Piano
56,123,29578,64,57,1,2,5,1,s,pre,1,-211,55,Staccato,Piano
59,129,31357,67,49,1,2,5,1,s,pre,1,-231,58,Staccato,Piano
60,131,31642,71,55,1,2,5,1,s,pre,1,-233,59,Staccato,Piano
61,133,31909,71,55,1,2,5,1,s,pre,1,-223,60,Staccato,Piano
62,135,32170,72,63,1,2,5,1,s,pre,1,-216,61,Staccato,Piano
63,137,32429,72,72,1,2,5,1,s,pre,1,-208,62,Staccato,Piano
64,139,32700,73,78,1,2,5,1,s,pre,1,-220,63,Staccato,Piano
65,141,32948,73,78,1,2,5,1,s,pre,1,-162,64,Staccato,Piano
7,29,9648,67,53,1,2,5,2,s,pre,1,-224,6,Staccato,Piano
19,51,13085,81,63,1,2,5,2,s,pre,1,-234,18,Staccato,Piano
20,53,13378,81,49,1,2,5,2,s,pre,1,-243,19,Staccato,Piano
30,71,17409,77,67,1,2,5,2,s,pre,1,-219,29,Staccato,Piano
31,73,17687,76,61,1,2,5,2,s,pre,1,-238,30,Staccato,Piano
32,75,17954,76,60,1,2,5,2,s,pre,1,-221,31,Staccato,Piano
37,85,20908,76,63,1,2,5,2,s,pre,1,-209,36,Staccato,Piano
38,87,21171,76,65,1,2,5,2,s,pre,1,-224,37,Staccato,Piano
39,89,21439,76,72,1,2,5,2,s,pre,1,-229,38,Staccato,Piano
49,109,24220,72,60,1,2,5,2,s,pre,1,-223,48,Staccato,Piano
50,111,24491,74,63,1,2,5,2,s,pre,1,-233,49,Staccato,Piano
51,113,24749,74,57,1,2,5,2,s,pre,1,-219,50,Staccato,Piano
54,119,26533,65,58,1,2,5,2,s,pre,1,-237,53,Staccato,Piano
59,127,28846,67,70,1,2,5,2,s,pre,1,-243,58,Staccato,Piano
60,129,29115,71,70,1,2,5,2,s,pre,1,-228,59,Staccato,Piano
61,131,29387,71,70,1,2,5,2,s,pre,1,-235,60,Staccato,Piano
62,133,29650,72,75,1,2,5,2,s,pre,1,-229,61,Staccato,Piano
63,135,29922,72,77,1,2,5,2,s,pre,1,-230,62,Staccato,Piano
64,137,30199,73,81,1,2,5,2,s,pre,1,-230,63,Staccato,Piano
65,139,30475,73,85,1,2,5,2,s,pre,1,-186,64,Staccato,Piano
7,29,12004,67,51,1,2,6,1,s,pre,1,-386,6,Staccato,Piano
8,31,12429,67,65,1,2,6,1,s,pre,1,-369,7,Staccato,Piano
19,53,17182,81,44,1,2,6,1,s,pre,1,-368,18,Staccato,Piano
20,55,17600,81,53,1,2,6,1,s,pre,1,-363,19,Staccato,Piano
30,75,23512,77,46,1,2,6,1,s,pre,1,-350,29,Staccato,Piano
37,87,28150,76,55,1,2,6,1,s,pre,1,-302,36,Staccato,Piano
38,89,28518,76,63,1,2,6,1,s,pre,1,-324,37,Staccato,Piano
39,91,28888,76,70,1,2,6,1,s,pre,1,-328,38,Staccato,Piano
49,111,32714,72,63,1,2,6,1,s,pre,1,-318,48,Staccato,Piano
50,113,33094,74,49,1,2,6,1,s,pre,1,-334,49,Staccato,Piano
51,115,33460,74,53,1,2,6,1,s,pre,1,-315,50,Staccato,Piano
54,121,35640,65,55,1,2,6,1,s,pre,1,-304,53,Staccato,Piano
55,123,36024,64,39,1,2,6,1,s,pre,1,-336,54,Staccato,Piano
56,125,36386,64,53,1,2,6,1,s,pre,1,-307,55,Staccato,Piano
59,131,38720,67,62,1,2,6,1,s,pre,1,-326,58,Staccato,Piano
60,133,39080,71,56,1,2,6,1,s,pre,1,-318,59,Staccato,Piano
61,135,39436,71,73,1,2,6,1,s,pre,1,-310,60,Staccato,Piano
62,137,39792,72,67,1,2,6,1,s,pre,1,-323,61,Staccato,Piano
63,139,40135,72,65,1,2,6,1,s,pre,1,-308,62,Staccato,Piano
64,141,40479,73,74,1,2,6,1,s,pre,1,-305,63,Staccato,Piano
65,143,40846,73,79,1,2,6,1,s,pre,1,-329,64,Staccato,Piano
7,29,9903,67,56,1,2,6,2,s,pre,1,-285,6,Staccato,Piano
8,31,10239,67,63,1,2,6,2,s,pre,1,-273,7,Staccato,Piano
19,53,13890,81,53,1,2,6,2,s,pre,1,-297,18,Staccato,Piano
20,55,14235,81,50,1,2,6,2,s,pre,1,-298,19,Staccato,Piano
30,75,18976,77,58,1,2,6,2,s,pre,1,-278,29,Staccato,Piano
31,77,19321,76,51,1,2,6,2,s,pre,1,-299,30,Staccato,Piano
32,79,19659,76,62,1,2,6,2,s,pre,1,-276,31,Staccato,Piano
37,89,23170,76,57,1,2,6,2,s,pre,1,-282,36,Staccato,Piano
38,91,23482,76,52,1,2,6,2,s,pre,1,-269,37,Staccato,Piano
39,93,23810,76,58,1,2,6,2,s,pre,1,-276,38,Staccato,Piano
50,115,27097,72,47,1,2,6,2,s,pre,1,-288,48,Staccato,Piano
51,117,27413,74,60,1,2,6,2,s,pre,1,-255,49,Staccato,Piano
52,119,27775,74,35,1,2,6,2,s,pre,1,-309,50,Staccato,Piano
55,125,29787,65,50,1,2,6,2,s,pre,1,-264,53,Staccato,Piano
56,127,30133,64,45,1,2,6,2,s,pre,1,-276,54,Staccato,Piano
57,129,30472,64,56,1,2,6,2,s,pre,1,-287,55,Staccato,Piano
60,135,32599,67,51,1,2,6,2,s,pre,1,-301,58,Staccato,Piano
61,137,32934,71,66,1,2,6,2,s,pre,1,-286,59,Staccato,Piano
62,139,33264,71,52,1,2,6,2,s,pre,1,-297,60,Staccato,Piano
63,141,33591,72,62,1,2,6,2,s,pre,1,-279,61,Staccato,Piano
64,143,33902,72,58,1,2,6,2,s,pre,1,-277,62,Staccato,Piano
65,145,34221,73,72,1,2,6,2,s,pre,1,-273,63,Staccato,Piano
66,147,34551,73,63,1,2,6,2,s,pre,1,-294,64,Staccato,Piano
7,29,11172,67,44,1,2,7,1,s,pre,0,-283,6,Staccato,Piano
8,31,11538,67,45,1,2,7,1,s,pre,0,-318,7,Staccato,Piano
19,53,15272,81,62,1,2,7,1,s,pre,0,-272,18,Staccato,Piano
20,55,15606,81,56,1,2,7,1,s,pre,0,-294,19,Staccato,Piano
30,75,20726,77,66,1,2,7,1,s,pre,0,-290,29,Staccato,Piano
31,77,21054,76,59,1,2,7,1,s,pre,0,-293,30,Staccato,Piano
32,79,21410,76,52,1,2,7,1,s,pre,0,-316,31,Staccato,Piano
37,89,24906,76,55,1,2,7,1,s,pre,0,-295,36,Staccato,Piano
38,91,25247,76,60,1,2,7,1,s,pre,0,-292,37,Staccato,Piano
39,93,25582,76,62,1,2,7,1,s,pre,0,-298,38,Staccato,Piano
49,113,29078,72,58,1,2,7,1,s,pre,0,-308,48,Staccato,Piano
50,115,29425,74,64,1,2,7,1,s,pre,0,-310,49,Staccato,Piano
51,117,29773,74,66,1,2,7,1,s,pre,0,-309,50,Staccato,Piano
54,123,31878,65,63,1,2,7,1,s,pre,0,-313,53,Staccato,Piano
55,125,32238,64,54,1,2,7,1,s,pre,0,-325,54,Staccato,Piano
56,127,32595,64,52,1,2,7,1,s,pre,0,-316,55,Staccato,Piano
59,133,34656,67,66,1,2,7,1,s,pre,0,-295,58,Staccato,Piano
60,135,34994,71,60,1,2,7,1,s,pre,0,-300,59,Staccato,Piano
61,137,35337,71,59,1,2,7,1,s,pre,0,-306,60,Staccato,Piano
62,139,35674,72,71,1,2,7,1,s,pre,0,-298,61,Staccato,Piano
63,141,36012,72,68,1,2,7,1,s,pre,0,-300,62,Staccato,Piano
64,143,36349,73,70,1,2,7,1,s,pre,0,-302,63,Staccato,Piano
65,145,36673,73,72,1,2,7,1,s,pre,0,-284,64,Staccato,Piano
7,29,9770,67,43,1,2,7,2,s,pre,1,-279,6,Staccato,Piano
8,31,10076,67,58,1,2,7,2,s,pre,1,-259,7,Staccato,Piano
19,53,13461,81,62,1,2,7,2,s,pre,1,-256,18,Staccato,Piano
20,55,13791,81,47,1,2,7,2,s,pre,1,-294,19,Staccato,Piano
30,75,18144,77,65,1,2,7,2,s,pre,1,-274,29,Staccato,Piano
31,77,18438,76,63,1,2,7,2,s,pre,1,-261,30,Staccato,Piano
32,79,18750,76,57,1,2,7,2,s,pre,1,-270,31,Staccato,Piano
37,89,21920,76,61,1,2,7,2,s,pre,1,-238,36,Staccato,Piano
38,91,22236,76,63,1,2,7,2,s,pre,1,-275,37,Staccato,Piano
39,93,22551,76,66,1,2,7,2,s,pre,1,-281,38,Staccato,Piano
49,113,25712,72,63,1,2,7,2,s,pre,1,-271,48,Staccato,Piano
50,115,26036,74,61,1,2,7,2,s,pre,1,-291,49,Staccato,Piano
51,117,26340,74,62,1,2,7,2,s,pre,1,-268,50,Staccato,Piano
54,123,28251,65,65,1,2,7,2,s,pre,1,-268,53,Staccato,Piano
55,125,28579,64,57,1,2,7,2,s,pre,1,-292,54,Staccato,Piano
56,127,28913,64,58,1,2,7,2,s,pre,1,-298,55,Staccato,Piano
59,133,30805,67,68,1,2,7,2,s,pre,1,-251,58,Staccato,Piano
60,135,31135,71,58,1,2,7,2,s,pre,1,-289,59,Staccato,Piano
61,137,31435,71,67,1,2,7,2,s,pre,1,-258,60,Staccato,Piano
62,139,31748,72,70,1,2,7,2,s,pre,1,-279,61,Staccato,Piano
63,141,32047,72,75,1,2,7,2,s,pre,1,-262,62,Staccato,Piano
64,143,32347,73,76,1,2,7,2,s,pre,1,-242,63,Staccato,Piano
65,145,32638,73,78,1,2,7,2,s,pre,1,-219,64,Staccato,Piano
7,29,9614,67,48,1,2,8,1,s,pre,1,-237,6,Staccato,Piano
8,31,9903,67,48,1,2,8,1,s,pre,1,-214,7,Staccato,Piano
19,53,13121,81,50,1,2,8,1,s,pre,1,-260,18,Staccato,Piano
20,55,13377,81,69,1,2,8,1,s,pre,1,-201,19,Staccato,Piano
30,75,17508,77,54,1,2,8,1,s,pre,1,-225,29,Staccato,Piano
31,77,17814,76,40,1,2,8,1,s,pre,1,-244,30,Staccato,Piano
32,79,18098,76,55,1,2,8,1,s,pre,1,-222,31,Staccato,Piano
37,89,21115,76,52,1,2,8,1,s,pre,1,-213,36,Staccato,Piano
38,91,21392,76,74,1,2,8,1,s,pre,1,-192,37,Staccato,Piano
49,111,24509,72,64,1,2,8,1,s,pre,1,-254,48,Staccato,Piano
50,113,24794,74,61,1,2,8,1,s,pre,1,-244,49,Staccato,Piano
51,115,25106,74,55,1,2,8,1,s,pre,1,-274,50,Staccato,Piano
54,121,26868,65,67,1,2,8,1,s,pre,1,-224,53,Staccato,Piano
55,123,27139,64,57,1,2,8,1,s,pre,1,-236,54,Staccato,Piano
56,125,27405,64,62,1,2,8,1,s,pre,1,-230,55,Staccato,Piano
59,131,29197,67,65,1,2,8,1,s,pre,1,-226,58,Staccato,Piano
60,133,29474,71,71,1,2,8,1,s,pre,1,-239,59,Staccato,Piano
61,135,29749,71,67,1,2,8,1,s,pre,1,-241,60,Staccato,Piano
62,137,30031,72,70,1,2,8,1,s,pre,1,-241,61,Staccato,Piano
63,139,30302,72,74,1,2,8,1,s,pre,1,-220,62,Staccato,Piano
64,141,30608,73,86,1,2,8,1,s,pre,1,-215,63,Staccato,Piano
65,143,30892,73,89,1,2,8,1,s,pre,1,-197,64,Staccato,Piano
7,29,9640,67,56,1,2,8,2,s,pre,0,-186,6,Staccato,Piano
8,31,9943,67,61,1,2,8,2,s,pre,0,-221,7,Staccato,Piano
19,53,13248,81,45,1,2,8,2,s,pre,0,-276,18,Staccato,Piano
20,55,13532,81,58,1,2,8,2,s,pre,0,-238,19,Staccato,Piano
30,75,17798,77,58,1,2,8,2,s,pre,0,-250,29,Staccato,Piano
31,77,18089,76,52,1,2,8,2,s,pre,0,-249,30,Staccato,Piano
32,79,18370,76,56,1,2,8,2,s,pre,0,-236,31,Staccato,Piano
37,89,21472,76,44,1,2,8,2,s,pre,0,-208,36,Staccato,Piano
38,91,21764,76,50,1,2,8,2,s,pre,0,-200,37,Staccato,Piano
39,93,22038,76,53,1,2,8,2,s,pre,0,-208,38,Staccato,Piano
49,113,25067,72,60,1,2,8,2,s,pre,0,-251,48,Staccato,Piano
50,115,25350,74,55,1,2,8,2,s,pre,0,-234,49,Staccato,Piano
51,117,25652,74,53,1,2,8,2,s,pre,0,-243,50,Staccato,Piano
54,123,27496,65,59,1,2,8,2,s,pre,0,-228,53,Staccato,Piano
55,125,27787,64,56,1,2,8,2,s,pre,0,-251,54,Staccato,Piano
56,127,28080,64,58,1,2,8,2,s,pre,0,-252,55,Staccato,Piano
59,133,29886,67,56,1,2,8,2,s,pre,0,-218,58,Staccato,Piano
60,135,30176,71,56,1,2,8,2,s,pre,0,-240,59,Staccato,Piano
61,137,30452,71,69,1,2,8,2,s,pre,0,-230,60,Staccato,Piano
62,139,30754,72,75,1,2,8,2,s,pre,0,-259,61,Staccato,Piano
63,141,31027,72,78,1,2,8,2,s,pre,0,-167,62,Staccato,Piano
64,143,31336,73,88,1,2,8,2,s,pre,0,-200,63,Staccato,Piano
65,145,31620,73,88,1,2,8,2,s,pre,0,-154,64,Staccato,Piano
7,29,10177,67,57,1,2,9,1,s,pre,1,-167,6,Staccato,Piano
8,31,10384,67,65,1,2,9,1,s,pre,1,-167,7,Staccato,Piano
19,53,12650,81,63,1,2,9,1,s,pre,1,-147,18,Staccato,Piano
20,55,12848,81,63,1,2,9,1,s,pre,1,-151,19,Staccato,Piano
30,75,15715,77,50,1,2,9,1,s,pre,1,-145,29,Staccato,Piano
31,77,15912,76,48,1,2,9,1,s,pre,1,-148,30,Staccato,Piano
32,79,16099,76,37,1,2,9,1,s,pre,1,-137,31,Staccato,Piano
37,87,18156,76,55,1,2,9,1,s,pre,1,-140,36,Staccato,Piano
38,89,18347,76,55,1,2,9,1,s,pre,1,-134,37,Staccato,Piano
39,91,18553,76,55,1,2,9,1,s,pre,1,-153,38,Staccato,Piano
49,111,20555,72,63,1,2,9,1,s,pre,1,-171,48,Staccato,Piano
50,113,20762,74,42,1,2,9,1,s,pre,1,-160,49,Staccato,Piano
51,115,20936,74,49,1,2,9,1,s,pre,1,-124,50,Staccato,Piano
54,121,22145,65,43,1,2,9,1,s,pre,1,-131,53,Staccato,Piano
55,123,22362,64,38,1,2,9,1,s,pre,1,-162,54,Staccato,Piano
56,125,22537,64,47,1,2,9,1,s,pre,1,-127,55,Staccato,Piano
59,131,23763,67,64,1,2,9,1,s,pre,1,-150,58,Staccato,Piano
60,133,23991,71,52,1,2,9,1,s,pre,1,-185,59,Staccato,Piano
61,135,24168,71,49,1,2,9,1,s,pre,1,-133,60,Staccato,Piano
62,137,24376,72,63,1,2,9,1,s,pre,1,-156,61,Staccato,Piano
63,139,24572,72,66,1,2,9,1,s,pre,1,-147,62,Staccato,Piano
64,141,24760,73,74,1,2,9,1,s,pre,1,-149,63,Staccato,Piano
65,143,24943,73,85,1,2,9,1,s,pre,1,-148,64,Staccato,Piano
7,29,9346,67,57,1,2,9,2,s,pre,1,-193,6,Staccato,Piano
8,31,9590,67,63,1,2,9,2,s,pre,1,-189,7,Staccato,Piano
20,55,12324,81,62,1,2,9,2,s,pre,1,-184,18,Staccato,Piano
21,57,12550,81,63,1,2,9,2,s,pre,1,-173,19,Staccato,Piano
31,77,15824,77,58,1,2,9,2,s,pre,1,-180,29,Staccato,Piano
32,79,16038,76,46,1,2,9,2,s,pre,1,-157,30,Staccato,Piano
33,81,16255,76,41,1,2,9,2,s,pre,1,-163,31,Staccato,Piano
38,91,18556,76,56,1,2,9,2,s,pre,1,-189,36,Staccato,Piano
39,93,18778,76,58,1,2,9,2,s,pre,1,-178,37,Staccato,Piano
40,95,19001,76,54,1,2,9,2,s,pre,1,-180,38,Staccato,Piano
50,115,21256,72,58,1,2,9,2,s,pre,1,-179,48,Staccato,Piano
51,117,21475,74,50,1,2,9,2,s,pre,1,-170,49,Staccato,Piano
52,119,21704,74,47,1,2,9,2,s,pre,1,-183,50,Staccato,Piano
55,125,23014,65,45,1,2,9,2,s,pre,1,-164,53,Staccato,Piano
56,127,23240,64,37,1,2,9,2,s,pre,1,-169,54,Staccato,Piano
57,129,23465,64,43,1,2,9,2,s,pre,1,-178,55,Staccato,Piano
60,135,24783,67,57,1,2,9,2,s,pre,1,-140,58,Staccato,Piano
61,137,25027,71,58,1,2,9,2,s,pre,1,-190,59,Staccato,Piano
62,139,25242,71,70,1,2,9,2,s,pre,1,-176,60,Staccato,Piano
63,141,25455,72,71,1,2,9,2,s,pre,1,-162,61,Staccato,Piano
64,143,25666,72,75,1,2,9,2,s,pre,1,-156,62,Staccato,Piano
65,145,25880,73,79,1,2,9,2,s,pre,1,-177,63,Staccato,Piano
66,147,26090,73,84,1,2,9,2,s,pre,1,-178,64,Staccato,Piano
19,51,12857,81,44,1,2,10,1,s,pre,1,-216,18,Staccato,Piano
20,53,13122,81,64,1,2,10,1,s,pre,1,-212,19,Staccato,Piano
30,73,17026,77,50,1,2,10,1,s,pre,1,-202,29,Staccato,Piano
31,75,17290,76,47,1,2,10,1,s,pre,1,-215,30,Staccato,Piano
32,77,17539,76,50,1,2,10,1,s,pre,1,-188,31,Staccato,Piano
37,87,20343,76,56,1,2,10,1,s,pre,1,-214,36,Staccato,Piano
38,89,20611,76,51,1,2,10,1,s,pre,1,-215,37,Staccato,Piano
39,91,20863,76,53,1,2,10,1,s,pre,1,-199,38,Staccato,Piano
49,111,23507,72,58,1,2,10,1,s,pre,1,-199,48,Staccato,Piano
50,113,23774,74,56,1,2,10,1,s,pre,1,-214,49,Staccato,Piano
51,115,24036,74,59,1,2,10,1,s,pre,1,-223,50,Staccato,Piano
54,121,25758,65,53,1,2,10,1,s,pre,1,-205,53,Staccato,Piano
59,129,27971,67,56,1,2,10,1,s,pre,1,-207,58,Staccato,Piano
60,131,28242,71,59,1,2,10,1,s,pre,1,-217,59,Staccato,Piano
61,133,28499,71,57,1,2,10,1,s,pre,1,-215,60,Staccato,Piano
62,135,28760,72,61,1,2,10,1,s,pre,1,-219,61,Staccato,Piano
63,137,29030,72,59,1,2,10,1,s,pre,1,-223,62,Staccato,Piano
64,139,29288,73,65,1,2,10,1,s,pre,1,-216,63,Staccato,Piano
65,141,29547,73,69,1,2,10,1,s,pre,1,-215,64,Staccato,Piano
7,29,9541,67,46,1,2,10,2,s,pre,0,-226,6,Staccato,Piano
8,31,9823,67,53,1,2,10,2,s,pre,0,-226,7,Staccato,Piano
19,53,12819,81,51,1,2,10,2,s,pre,0,-240,18,Staccato,Piano
20,55,13089,81,58,1,2,10,2,s,pre,0,-228,19,Staccato,Piano
30,75,16805,77,55,1,2,10,2,s,pre,0,-201,29,Staccato,Piano
31,77,17075,76,54,1,2,10,2,s,pre,0,-222,30,Staccato,Piano
32,79,17325,76,52,1,2,10,2,s,pre,0,-198,31,Staccato,Piano
37,89,20113,76,55,1,2,10,2,s,pre,0,-210,36,Staccato,Piano
38,91,20383,76,54,1,2,10,2,s,pre,0,-210,37,Staccato,Piano
39,93,20639,76,59,1,2,10,2,s,pre,0,-204,38,Staccato,Piano
49,113,23243,72,60,1,2,10,2,s,pre,0,-224,48,Staccato,Piano
50,115,23511,74,64,1,2,10,2,s,pre,0,-228,49,Staccato,Piano
51,117,23773,74,58,1,2,10,2,s,pre,0,-226,50,Staccato,Piano
54,123,25484,65,51,1,2,10,2,s,pre,0,-211,53,Staccato,Piano
55,125,25771,64,45,1,2,10,2,s,pre,0,-236,54,Staccato,Piano
56,127,26013,64,53,1,2,10,2,s,pre,0,-192,55,Staccato,Piano
59,133,27626,67,52,1,2,10,2,s,pre,0,-207,58,Staccato,Piano
60,135,27883,71,63,1,2,10,2,s,pre,0,-192,59,Staccato,Piano
61,137,28139,71,70,1,2,10,2,s,pre,0,-214,60,Staccato,Piano
62,139,28405,72,66,1,2,10,2,s,pre,0,-232,61,Staccato,Piano
63,141,28657,72,64,1,2,10,2,s,pre,0,-200,62,Staccato,Piano
64,143,28917,73,68,1,2,10,2,s,pre,0,-222,63,Staccato,Piano
65,145,29165,73,70,1,2,10,2,s,pre,0,-196,64,Staccato,Piano
7,29,11794,67,52,1,2,11,1,s,pre,1,-217,6,Staccato,Piano
8,31,12045,67,63,1,2,11,1,s,pre,1,-203,7,Staccato,Piano
19,53,14966,81,63,1,2,11,1,s,pre,1,-193,18,Staccato,Piano
20,55,15222,81,67,1,2,11,1,s,pre,1,-199,19,Staccato,Piano
30,77,18838,77,58,1,2,11,1,s,pre,1,-227,29,Staccato,Piano
31,79,19095,76,52,1,2,11,1,s,pre,1,-212,30,Staccato,Piano
32,81,19345,76,57,1,2,11,1,s,pre,1,-186,31,Staccato,Piano
37,91,22077,76,56,1,2,11,1,s,pre,1,-189,36,Staccato,Piano
38,93,22312,76,73,1,2,11,1,s,pre,1,-160,37,Staccato,Piano
