RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,TrialNr,Stimuli,Session,Error,IOI,Interval,Subcomponent1,Subcomponent2,Boundary
41,92,22023,77,68,1,2,5,2,s,pre,1,278,40,Legato,Forte,No
42,94,22298,76,74,1,2,5,2,s,pre,1,275,41,Legato,Forte,No
43,96,22570,74,78,1,2,5,2,s,pre,1,272,42,Legato,Forte,No
44,98,22862,76,76,1,2,5,2,s,pre,1,292,43,Legato,Forte,No
45,100,23131,79,76,1,2,5,2,s,pre,1,269,44,Legato,Forte,No
46,102,23391,74,70,1,2,5,2,s,pre,1,260,45,Legato,Forte,No
47,105,23680,71,61,1,2,5,2,s,pre,1,289,46,Legato,Forte,No
49,109,24220,72,60,1,2,5,2,s,pre,1,260,48,Staccato,Piano,No
50,111,24491,74,63,1,2,5,2,s,pre,1,271,49,Staccato,Piano,No
51,113,24749,74,57,1,2,5,2,s,pre,1,258,50,Staccato,Piano,No
54,119,26533,65,58,1,2,5,2,s,pre,1,277,53,Staccato,Piano,No
59,127,28846,67,70,1,2,5,2,s,pre,1,283,58,Staccato,Piano,No
60,129,29115,71,70,1,2,5,2,s,pre,1,269,59,Staccato,Piano,No
61,131,29387,71,70,1,2,5,2,s,pre,1,272,60,Staccato,Piano,No
62,133,29650,72,75,1,2,5,2,s,pre,1,263,61,Staccato,Piano,No
63,135,29922,72,77,1,2,5,2,s,pre,1,272,62,Staccato,Piano,No
64,137,30199,73,81,1,2,5,2,s,pre,1,277,63,Staccato,Piano,No
65,139,30475,73,85,1,2,5,2,s,pre,1,276,64,Staccato,Piano,No
11,36,13714,79,90,1,2,6,1,s,pre,1,414,10,Legato,Forte,No
16,46,15899,84,95,1,2,6,1,s,pre,1,418,15,Legato,Forte,No
17,48,16320,83,91,1,2,6,1,s,pre,1,421,16,Legato,Forte,No
19,53,17182,81,44,1,2,6,1,s,pre,1,411,18,Staccato,Piano,No
20,55,17600,81,53,1,2,6,1,s,pre,1,418,19,Staccato,Piano,No
22,58,18440,81,89,1,2,6,1,s,pre,1,422,21,Legato,Forte,No
23,60,18824,84,89,1,2,6,1,s,pre,1,384,22,Legato,Forte,No
24,62,19246,81,90,1,2,6,1,s,pre,1,422,23,Legato,Forte,No
25,64,19646,78,96,1,2,6,1,s,pre,1,400,24,Legato,Forte,No
30,75,23512,77,46,1,2,6,1,s,pre,1,414,29,Staccato,Piano,No
37,87,28150,76,55,1,2,6,1,s,pre,1,358,36,Staccato,Piano,No
38,89,28518,76,63,1,2,6,1,s,pre,1,368,37,Staccato,Piano,No
39,91,28888,76,70,1,2,6,1,s,pre,1,370,38,Staccato,Piano,No
41,94,29674,77,95,1,2,6,1,s,pre,1,402,40,Legato,Forte,No
42,96,30049,76,93,1,2,6,1,s,pre,1,375,41,Legato,Forte,No
43,98,30408,74,87,1,2,6,1,s,pre,1,359,42,Legato,Forte,No
44,100,30812,76,94,1,2,6,1,s,pre,1,404,43,Legato,Forte,No
45,102,31194,79,90,1,2,6,1,s,pre,1,382,44,Legato,Forte,No
46,104,31570,74,96,1,2,6,1,s,pre,1,376,45,Legato,Forte,No
47,107,31958,71,63,1,2,6,1,s,pre,1,388,46,Legato,Forte,No
49,111,32714,72,63,1,2,6,1,s,pre,1,362,48,Staccato,Piano,No
50,113,33094,74,49,1,2,6,1,s,pre,1,380,49,Staccato,Piano,No
51,115,33460,74,53,1,2,6,1,s,pre,1,366,50,Staccato,Piano,No
54,121,35640,65,55,1,2,6,1,s,pre,1,362,53,Staccato,Piano,No
55,123,36024,64,39,1,2,6,1,s,pre,1,384,54,Staccato,Piano,No
56,125,36386,64,53,1,2,6,1,s,pre,1,362,55,Staccato,Piano,No
59,131,38720,67,62,1,2,6,1,s,pre,1,362,58,Staccato,Piano,No
60,133,39080,71,56,1,2,6,1,s,pre,1,360,59,Staccato,Piano,No
61,135,39436,71,73,1,2,6,1,s,pre,1,356,60,Staccato,Piano,No
62,137,39792,72,67,1,2,6,1,s,pre,1,356,61,Staccato,Piano,No
63,139,40135,72,65,1,2,6,1,s,pre,1,343,62,Staccato,Piano,No
64,141,40479,73,74,1,2,6,1,s,pre,1,344,63,Staccato,Piano,No
65,143,40846,73,79,1,2,6,1,s,pre,1,367,64,Staccato,Piano,No
2,18,8176,78,91,1,2,6,2,s,pre,1,353,1,Legato,Forte,No
3,20,8533,79,86,1,2,6,2,s,pre,1,357,2,Legato,Forte,No
4,22,8853,76,77,1,2,6,2,s,pre,1,320,3,Legato,Forte,No
5,24,9175,72,91,1,2,6,2,s,pre,1,322,4,Legato,Forte,No
7,29,9903,67,56,1,2,6,2,s,pre,1,341,6,Staccato,Piano,No
8,31,10239,67,63,1,2,6,2,s,pre,1,336,7,Staccato,Piano,No
10,34,10911,78,94,1,2,6,2,s,pre,1,340,9,Legato,Forte,No
11,36,11209,79,88,1,2,6,2,s,pre,1,298,10,Legato,Forte,No
12,38,11553,76,93,1,2,6,2,s,pre,1,344,11,Legato,Forte,No
13,40,11867,72,97,1,2,6,2,s,pre,1,314,12,Legato,Forte,No
14,42,12204,76,94,1,2,6,2,s,pre,1,337,13,Legato,Forte,No
15,44,12545,79,94,1,2,6,2,s,pre,1,341,14,Legato,Forte,No
16,46,12859,84,91,1,2,6,2,s,pre,1,314,15,Legato,Forte,No
17,48,13187,83,98,1,2,6,2,s,pre,1,328,16,Legato,Forte,No
19,53,13890,81,53,1,2,6,2,s,pre,1,357,18,Staccato,Piano,No
20,55,14235,81,50,1,2,6,2,s,pre,1,345,19,Staccato,Piano,No
22,58,14857,81,91,1,2,6,2,s,pre,1,323,21,Legato,Forte,No
23,60,15196,84,89,1,2,6,2,s,pre,1,339,22,Legato,Forte,No
24,62,15525,81,91,1,2,6,2,s,pre,1,329,23,Legato,Forte,No
25,64,15856,78,101,1,2,6,2,s,pre,1,331,24,Legato,Forte,No
30,75,18976,77,58,1,2,6,2,s,pre,1,321,29,Staccato,Piano,No
31,77,19321,76,51,1,2,6,2,s,pre,1,345,30,Staccato,Piano,No
32,79,19659,76,62,1,2,6,2,s,pre,1,338,31,Staccato,Piano,No
37,89,23170,76,57,1,2,6,2,s,pre,1,327,36,Staccato,Piano,No
38,91,23482,76,52,1,2,6,2,s,pre,1,312,37,Staccato,Piano,No
39,93,23810,76,58,1,2,6,2,s,pre,1,328,38,Staccato,Piano,No
41,96,24455,77,89,1,2,6,2,s,pre,1,334,40,Legato,Forte,No
42,98,24787,76,89,1,2,6,2,s,pre,1,332,41,Legato,Forte,No
43,100,25097,74,101,1,2,6,2,s,pre,1,310,42,Legato,Forte,No
45,104,25444,76,90,1,2,6,2,s,pre,1,347,43,Legato,Forte,No
46,106,25763,79,96,1,2,6,2,s,pre,1,319,44,Legato,Forte,No
47,108,26078,74,93,1,2,6,2,s,pre,1,315,45,Legato,Forte,No
48,110,26413,71,85,1,2,6,2,s,pre,1,335,46,Legato,Forte,No
50,115,27097,72,47,1,2,6,2,s,pre,1,334,48,Staccato,Piano,No
51,117,27413,74,60,1,2,6,2,s,pre,1,316,49,Staccato,Piano,No
52,119,27775,74,35,1,2,6,2,s,pre,1,362,50,Staccato,Piano,No
55,125,29787,65,50,1,2,6,2,s,pre,1,317,53,Staccato,Piano,No
56,127,30133,64,45,1,2,6,2,s,pre,1,346,54,Staccato,Piano,No
57,129,30472,64,56,1,2,6,2,s,pre,1,339,55,Staccato,Piano,No
60,135,32599,67,51,1,2,6,2,s,pre,1,340,58,Staccato,Piano,No
61,137,32934,71,66,1,2,6,2,s,pre,1,335,59,Staccato,Piano,No
62,139,33264,71,52,1,2,6,2,s,pre,1,330,60,Staccato,Piano,No
63,141,33591,72,62,1,2,6,2,s,pre,1,327,61,Staccato,Piano,No
64,143,33902,72,58,1,2,6,2,s,pre,1,311,62,Staccato,Piano,No
65,145,34221,73,72,1,2,6,2,s,pre,1,319,63,Staccato,Piano,No
66,147,34551,73,63,1,2,6,2,s,pre,1,330,64,Staccato,Piano,No
2,18,9495,78,83,1,2,7,1,s,pre,0,305,1,Legato,Forte,No
3,20,9820,79,81,1,2,7,1,s,pre,0,325,2,Legato,Forte,No
4,22,10148,76,71,1,2,7,1,s,pre,0,328,3,Legato,Forte,No
5,25,10502,72,64,1,2,7,1,s,pre,0,354,4,Legato,Forte,No
7,29,11172,67,44,1,2,7,1,s,pre,0,326,6,Staccato,Piano,No
8,31,11538,67,45,1,2,7,1,s,pre,0,366,7,Staccato,Piano,No
10,34,12198,78,79,1,2,7,1,s,pre,0,322,9,Legato,Forte,No
11,36,12529,79,81,1,2,7,1,s,pre,0,331,10,Legato,Forte,No
12,38,12862,76,61,1,2,7,1,s,pre,0,333,11,Legato,Forte,No
13,41,13210,72,59,1,2,7,1,s,pre,0,348,12,Legato,Forte,No
14,42,13553,76,76,1,2,7,1,s,pre,0,343,13,Legato,Forte,No
15,44,13879,79,83,1,2,7,1,s,pre,0,326,14,Legato,Forte,No
16,46,14216,84,88,1,2,7,1,s,pre,0,337,15,Legato,Forte,No
17,48,14602,83,72,1,2,7,1,s,pre,0,386,16,Legato,Forte,No
19,53,15272,81,62,1,2,7,1,s,pre,0,309,18,Staccato,Piano,No
20,55,15606,81,56,1,2,7,1,s,pre,0,334,19,Staccato,Piano,No
22,58,16266,81,72,1,2,7,1,s,pre,0,314,21,Legato,Forte,No
23,60,16618,84,81,1,2,7,1,s,pre,0,352,22,Legato,Forte,No
24,62,16948,81,79,1,2,7,1,s,pre,0,330,23,Legato,Forte,No
25,64,17308,78,74,1,2,7,1,s,pre,0,360,24,Legato,Forte,No
30,75,20726,77,66,1,2,7,1,s,pre,0,324,29,Staccato,Piano,No
31,77,21054,76,59,1,2,7,1,s,pre,0,328,30,Staccato,Piano,No
32,79,21410,76,52,1,2,7,1,s,pre,0,356,31,Staccato,Piano,No
37,89,24906,76,55,1,2,7,1,s,pre,0,334,36,Staccato,Piano,No
38,91,25247,76,60,1,2,7,1,s,pre,0,341,37,Staccato,Piano,No
39,93,25582,76,62,1,2,7,1,s,pre,0,335,38,Staccato,Piano,No
41,96,26309,77,87,1,2,7,1,s,pre,0,340,40,Legato,Forte,No
42,98,26656,76,72,1,2,7,1,s,pre,0,347,41,Legato,Forte,No
43,100,26988,74,74,1,2,7,1,s,pre,0,332,42,Legato,Forte,No
44,102,27346,76,74,1,2,7,1,s,pre,0,358,43,Legato,Forte,No
45,104,27701,79,74,1,2,7,1,s,pre,0,355,44,Legato,Forte,No
46,106,28054,74,65,1,2,7,1,s,pre,0,353,45,Legato,Forte,No
47,109,28409,71,60,1,2,7,1,s,pre,0,355,46,Legato,Forte,No
49,113,29078,72,58,1,2,7,1,s,pre,0,339,48,Staccato,Piano,No
50,115,29425,74,64,1,2,7,1,s,pre,0,347,49,Staccato,Piano,No
51,117,29773,74,66,1,2,7,1,s,pre,0,348,50,Staccato,Piano,No
54,123,31878,65,63,1,2,7,1,s,pre,0,348,53,Staccato,Piano,No
55,125,32238,64,54,1,2,7,1,s,pre,0,360,54,Staccato,Piano,No
56,127,32595,64,52,1,2,7,1,s,pre,0,357,55,Staccato,Piano,No
59,133,34656,67,66,1,2,7,1,s,pre,0,334,58,Staccato,Piano,No
60,135,34994,71,60,1,2,7,1,s,pre,0,338,59,Staccato,Piano,No
61,137,35337,71,59,1,2,7,1,s,pre,0,343,60,Staccato,Piano,No
62,139,35674,72,71,1,2,7,1,s,pre,0,337,61,Staccato,Piano,No
63,141,36012,72,68,1,2,7,1,s,pre,0,338,62,Staccato,Piano,No
64,143,36349,73,70,1,2,7,1,s,pre,0,337,63,Staccato,Piano,No
65,145,36673,73,72,1,2,7,1,s,pre,0,324,64,Staccato,Piano,No
2,18,8197,78,81,1,2,7,2,s,pre,1,298,1,Legato,Forte,No
3,20,8499,79,81,1,2,7,2,s,pre,1,302,2,Legato,Forte,No
4,23,8805,76,71,1,2,7,2,s,pre,1,306,3,Legato,Forte,No
5,24,9139,72,71,1,2,7,2,s,pre,1,334,4,Legato,Forte,No
7,29,9770,67,43,1,2,7,2,s,pre,1,313,6,Staccato,Piano,No
8,31,10076,67,58,1,2,7,2,s,pre,1,306,7,Staccato,Piano,No
10,34,10699,78,81,1,2,7,2,s,pre,1,296,9,Legato,Forte,No
11,36,10997,79,79,1,2,7,2,s,pre,1,298,10,Legato,Forte,No
12,38,11295,76,66,1,2,7,2,s,pre,1,298,11,Legato,Forte,No
13,41,11613,72,69,1,2,7,2,s,pre,1,318,12,Legato,Forte,No
14,42,11904,76,67,1,2,7,2,s,pre,1,291,13,Legato,Forte,No
15,44,12222,79,80,1,2,7,2,s,pre,1,318,14,Legato,Forte,No
16,47,12515,84,79,1,2,7,2,s,pre,1,293,15,Legato,Forte,No
17,49,12847,83,75,1,2,7,2,s,pre,1,332,16,Legato,Forte,No
19,53,13461,81,62,1,2,7,2,s,pre,1,292,18,Staccato,Piano,No
20,55,13791,81,47,1,2,7,2,s,pre,1,330,19,Staccato,Piano,No
22,58,14390,81,79,1,2,7,2,s,pre,1,291,21,Legato,Forte,No
23,60,14700,84,80,1,2,7,2,s,pre,1,310,22,Legato,Forte,No
24,63,15004,81,75,1,2,7,2,s,pre,1,304,23,Legato,Forte,No
25,65,15319,78,75,1,2,7,2,s,pre,1,315,24,Legato,Forte,No
30,75,18144,77,65,1,2,7,2,s,pre,1,309,29,Staccato,Piano,No
31,77,18438,76,63,1,2,7,2,s,pre,1,294,30,Staccato,Piano,No
32,79,18750,76,57,1,2,7,2,s,pre,1,312,31,Staccato,Piano,No
37,89,21920,76,61,1,2,7,2,s,pre,1,286,36,Staccato,Piano,No
38,91,22236,76,63,1,2,7,2,s,pre,1,316,37,Staccato,Piano,No
39,93,22551,76,66,1,2,7,2,s,pre,1,315,38,Staccato,Piano,No
41,96,23202,77,70,1,2,7,2,s,pre,1,317,40,Legato,Forte,No
42,98,23525,76,67,1,2,7,2,s,pre,1,323,41,Legato,Forte,No
43,100,23829,74,68,1,2,7,2,s,pre,1,304,42,Legato,Forte,No
44,102,24141,76,74,1,2,7,2,s,pre,1,312,43,Legato,Forte,No
45,104,24459,79,75,1,2,7,2,s,pre,1,318,44,Legato,Forte,No
46,106,24764,74,70,1,2,7,2,s,pre,1,305,45,Legato,Forte,No
47,109,25093,71,56,1,2,7,2,s,pre,1,329,46,Legato,Forte,No
49,113,25712,72,63,1,2,7,2,s,pre,1,305,48,Staccato,Piano,No
50,115,26036,74,61,1,2,7,2,s,pre,1,324,49,Staccato,Piano,No
51,117,26340,74,62,1,2,7,2,s,pre,1,304,50,Staccato,Piano,No
54,123,28251,65,65,1,2,7,2,s,pre,1,305,53,Staccato,Piano,No
55,125,28579,64,57,1,2,7,2,s,pre,1,328,54,Staccato,Piano,No
56,127,28913,64,58,1,2,7,2,s,pre,1,334,55,Staccato,Piano,No
59,133,30805,67,68,1,2,7,2,s,pre,1,291,58,Staccato,Piano,No
60,135,31135,71,58,1,2,7,2,s,pre,1,330,59,Staccato,Piano,No
61,137,31435,71,67,1,2,7,2,s,pre,1,300,60,Staccato,Piano,No
62,139,31748,72,70,1,2,7,2,s,pre,1,313,61,Staccato,Piano,No
63,141,32047,72,75,1,2,7,2,s,pre,1,299,62,Staccato,Piano,No
64,143,32347,73,76,1,2,7,2,s,pre,1,300,63,Staccato,Piano,No
65,145,32638,73,78,1,2,7,2,s,pre,1,291,64,Staccato,Piano,No
2,18,8146,78,81,1,2,8,1,s,pre,1,282,1,Legato,Forte,No
3,20,8461,79,81,1,2,8,1,s,pre,1,315,2,Legato,Forte,No
4,22,8737,76,76,1,2,8,1,s,pre,1,276,3,Legato,Forte,No
5,24,9043,72,78,1,2,8,1,s,pre,1,306,4,Legato,Forte,No
7,29,9614,67,48,1,2,8,1,s,pre,1,282,6,Staccato,Piano,No
8,31,9903,67,48,1,2,8,1,s,pre,1,289,7,Staccato,Piano,No
10,34,10530,78,85,1,2,8,1,s,pre,1,275,9,Legato,Forte,No
11,36,10817,79,88,1,2,8,1,s,pre,1,287,10,Legato,Forte,No
12,38,11101,76,85,1,2,8,1,s,pre,1,284,11,Legato,Forte,No
13,41,11397,72,84,1,2,8,1,s,pre,1,296,12,Legato,Forte,No
14,42,11670,76,85,1,2,8,1,s,pre,1,273,13,Legato,Forte,No
15,44,11944,79,91,1,2,8,1,s,pre,1,274,14,Legato,Forte,No
16,46,12228,84,97,1,2,8,1,s,pre,1,284,15,Legato,Forte,No
17,48,12518,83,87,1,2,8,1,s,pre,1,290,16,Legato,Forte,No
19,53,13121,81,50,1,2,8,1,s,pre,1,300,18,Staccato,Piano,No
20,55,13377,81,69,1,2,8,1,s,pre,1,256,19,Staccato,Piano,No
22,58,13979,81,93,1,2,8,1,s,pre,1,288,21,Legato,Forte,No
23,60,14264,84,98,1,2,8,1,s,pre,1,285,22,Legato,Forte,No
24,62,14546,81,90,1,2,8,1,s,pre,1,282,23,Legato,Forte,No
25,64,14839,78,90,1,2,8,1,s,pre,1,293,24,Legato,Forte,No
30,75,17508,77,54,1,2,8,1,s,pre,1,295,29,Staccato,Piano,No
31,77,17814,76,40,1,2,8,1,s,pre,1,306,30,Staccato,Piano,No
32,79,18098,76,55,1,2,8,1,s,pre,1,284,31,Staccato,Piano,No
37,89,21115,76,52,1,2,8,1,s,pre,1,278,36,Staccato,Piano,No
38,91,21392,76,74,1,2,8,1,s,pre,1,277,37,Staccato,Piano,No
41,94,22227,77,78,1,2,8,1,s,pre,1,297,40,Legato,Forte,No
42,96,22502,76,87,1,2,8,1,s,pre,1,275,41,Legato,Forte,No
43,98,22781,74,88,1,2,8,1,s,pre,1,279,42,Legato,Forte,No
44,100,23085,76,85,1,2,8,1,s,pre,1,304,43,Legato,Forte,No
45,102,23348,79,91,1,2,8,1,s,pre,1,263,44,Legato,Forte,No
46,104,23658,74,96,1,2,8,1,s,pre,1,310,45,Legato,Forte,No
47,106,23916,71,91,1,2,8,1,s,pre,1,258,46,Legato,Forte,No
49,111,24509,72,64,1,2,8,1,s,pre,1,287,48,Staccato,Piano,No
50,113,24794,74,61,1,2,8,1,s,pre,1,285,49,Staccato,Piano,No
51,115,25106,74,55,1,2,8,1,s,pre,1,312,50,Staccato,Piano,No
54,121,26868,65,67,1,2,8,1,s,pre,1,268,53,Staccato,Piano,No
55,123,27139,64,57,1,2,8,1,s,pre,1,271,54,Staccato,Piano,No
56,125,27405,64,62,1,2,8,1,s,pre,1,266,55,Staccato,Piano,No
59,131,29197,67,65,1,2,8,1,s,pre,1,275,58,Staccato,Piano,No
60,133,29474,71,71,1,2,8,1,s,pre,1,277,59,Staccato,Piano,No
61,135,29749,71,67,1,2,8,1,s,pre,1,275,60,Staccato,Piano,No
62,137,30031,72,70,1,2,8,1,s,pre,1,282,61,Staccato,Piano,No
63,139,30302,72,74,1,2,8,1,s,pre,1,271,62,Staccato,Piano,No
64,141,30608,73,86,1,2,8,1,s,pre,1,306,63,Staccato,Piano,No
65,143,30892,73,89,1,2,8,1,s,pre,1,284,64,Staccato,Piano,No
2,18,8164,78,91,1,2,8,2,s,pre,0,276,1,Legato,Forte,No
3,20,8478,79,88,1,2,8,2,s,pre,0,314,2,Legato,Forte,No
4,22,8763,76,86,1,2,8,2,s,pre,0,285,3,Legato,Forte,No
5,24,9072,72,87,1,2,8,2,s,pre,0,309,4,Legato,Forte,No
7,29,9640,67,56,1,2,8,2,s,pre,0,270,6,Staccato,Piano,No
8,31,9943,67,61,1,2,8,2,s,pre,0,303,7,Staccato,Piano,No
10,34,10557,78,88,1,2,8,2,s,pre,0,290,9,Legato,Forte,No
11,36,10858,79,91,1,2,8,2,s,pre,0,301,10,Legato,Forte,No
12,38,11142,76,83,1,2,8,2,s,pre,0,284,11,Legato,Forte,No
13,41,11455,72,76,1,2,8,2,s,pre,0,313,12,Legato,Forte,No
14,42,11738,76,84,1,2,8,2,s,pre,0,283,13,Legato,Forte,No
15,44,12027,79,91,1,2,8,2,s,pre,0,289,14,Legato,Forte,No
16,46,12312,84,98,1,2,8,2,s,pre,0,285,15,Legato,Forte,No
17,48,12631,83,91,1,2,8,2,s,pre,0,319,16,Legato,Forte,No
19,53,13248,81,45,1,2,8,2,s,pre,0,313,18,Staccato,Piano,No
20,55,13532,81,58,1,2,8,2,s,pre,0,284,19,Staccato,Piano,No
22,58,14139,81,88,1,2,8,2,s,pre,0,289,21,Legato,Forte,No
23,60,14442,84,95,1,2,8,2,s,pre,0,303,22,Legato,Forte,No
24,62,14728,81,85,1,2,8,2,s,pre,0,286,23,Legato,Forte,No
25,65,15031,78,86,1,2,8,2,s,pre,0,303,24,Legato,Forte,No
30,75,17798,77,58,1,2,8,2,s,pre,0,302,29,Staccato,Piano,No
31,77,18089,76,52,1,2,8,2,s,pre,0,291,30,Staccato,Piano,No
32,79,18370,76,56,1,2,8,2,s,pre,0,281,31,Staccato,Piano,No
37,89,21472,76,44,1,2,8,2,s,pre,0,304,36,Staccato,Piano,No
38,91,21764,76,50,1,2,8,2,s,pre,0,292,37,Staccato,Piano,No
39,93,22038,76,53,1,2,8,2,s,pre,0,274,38,Staccato,Piano,No
41,96,22707,77,83,1,2,8,2,s,pre,0,311,40,Legato,Forte,No
42,98,22999,76,85,1,2,8,2,s,pre,0,292,41,Legato,Forte,No
43,100,23282,74,91,1,2,8,2,s,pre,0,283,42,Legato,Forte,No
44,102,23609,76,91,1,2,8,2,s,pre,0,327,43,Legato,Forte,No
45,104,23887,79,94,1,2,8,2,s,pre,0,278,44,Legato,Forte,No
46,106,24185,74,94,1,2,8,2,s,pre,0,298,45,Legato,Forte,No
47,108,24478,71,80,1,2,8,2,s,pre,0,293,46,Legato,Forte,No
49,113,25067,72,60,1,2,8,2,s,pre,0,289,48,Staccato,Piano,No
50,115,25350,74,55,1,2,8,2,s,pre,0,283,49,Staccato,Piano,No
51,117,25652,74,53,1,2,8,2,s,pre,0,302,50,Staccato,Piano,No
54,123,27496,65,59,1,2,8,2,s,pre,0,278,53,Staccato,Piano,No
55,125,27787,64,56,1,2,8,2,s,pre,0,291,54,Staccato,Piano,No
56,127,28080,64,58,1,2,8,2,s,pre,0,293,55,Staccato,Piano,No
59,133,29886,67,56,1,2,8,2,s,pre,0,277,58,Staccato,Piano,No
60,135,30176,71,56,1,2,8,2,s,pre,0,290,59,Staccato,Piano,No
61,137,30452,71,69,1,2,8,2,s,pre,0,276,60,Staccato,Piano,No
62,139,30754,72,75,1,2,8,2,s,pre,0,302,61,Staccato,Piano,No
63,141,31027,72,78,1,2,8,2,s,pre,0,273,62,Staccato,Piano,No
64,143,31336,73,88,1,2,8,2,s,pre,0,309,63,Staccato,Piano,No
65,145,31620,73,88,1,2,8,2,s,pre,0,284,64,Staccato,Piano,No
2,18,9045,78,80,1,2,9,1,s,pre,1,256,1,Legato,Forte,No
3,20,9291,79,91,1,2,9,1,s,pre,1,246,2,Legato,Forte,No
4,22,9522,76,82,1,2,9,1,s,pre,1,231,3,Legato,Forte,No
5,24,9754,72,76,1,2,9,1,s,pre,1,232,4,Legato,Forte,No
7,29,10177,67,57,1,2,9,1,s,pre,1,207,6,Staccato,Piano,No
8,31,10384,67,65,1,2,9,1,s,pre,1,207,7,Staccato,Piano,No
10,34,10815,78,88,1,2,9,1,s,pre,1,207,9,Legato,Forte,No
11,36,11033,79,87,1,2,9,1,s,pre,1,218,10,Legato,Forte,No
12,38,11233,76,82,1,2,9,1,s,pre,1,200,11,Legato,Forte,No
13,40,11441,72,84,1,2,9,1,s,pre,1,208,12,Legato,Forte,No
14,43,11638,76,81,1,2,9,1,s,pre,1,197,13,Legato,Forte,No
15,44,11844,79,96,1,2,9,1,s,pre,1,206,14,Legato,Forte,No
16,46,12032,84,95,1,2,9,1,s,pre,1,188,15,Legato,Forte,No
17,48,12240,83,91,1,2,9,1,s,pre,1,208,16,Legato,Forte,No
19,53,12650,81,63,1,2,9,1,s,pre,1,190,18,Staccato,Piano,No
20,55,12848,81,63,1,2,9,1,s,pre,1,198,19,Staccato,Piano,No
22,58,13249,81,91,1,2,9,1,s,pre,1,199,21,Legato,Forte,No
23,60,13438,84,94,1,2,9,1,s,pre,1,189,22,Legato,Forte,No
24,62,13635,81,91,1,2,9,1,s,pre,1,197,23,Legato,Forte,No
25,64,13828,78,103,1,2,9,1,s,pre,1,193,24,Legato,Forte,No
30,75,15715,77,50,1,2,9,1,s,pre,1,189,29,Staccato,Piano,No
31,77,15912,76,48,1,2,9,1,s,pre,1,197,30,Staccato,Piano,No
32,79,16099,76,37,1,2,9,1,s,pre,1,187,31,Staccato,Piano,No
37,87,18156,76,55,1,2,9,1,s,pre,1,192,36,Staccato,Piano,No
38,89,18347,76,55,1,2,9,1,s,pre,1,191,37,Staccato,Piano,No
39,91,18553,76,55,1,2,9,1,s,pre,1,206,38,Staccato,Piano,No
42,96,19172,76,76,1,2,9,1,s,pre,1,215,41,Legato,Forte,No
43,98,19354,74,93,1,2,9,1,s,pre,1,182,42,Legato,Forte,No
44,100,19551,76,94,1,2,9,1,s,pre,1,197,43,Legato,Forte,No
45,102,19747,79,95,1,2,9,1,s,pre,1,196,44,Legato,Forte,No
46,104,19953,74,100,1,2,9,1,s,pre,1,206,45,Legato,Forte,No
47,106,20151,71,81,1,2,9,1,s,pre,1,198,46,Legato,Forte,No
49,111,20555,72,63,1,2,9,1,s,pre,1,206,48,Staccato,Piano,No
50,113,20762,74,42,1,2,9,1,s,pre,1,207,49,Staccato,Piano,No
51,115,20936,74,49,1,2,9,1,s,pre,1,174,50,Staccato,Piano,No
54,121,22145,65,43,1,2,9,1,s,pre,1,174,53,Staccato,Piano,No
55,123,22362,64,38,1,2,9,1,s,pre,1,217,54,Staccato,Piano,No
56,125,22537,64,47,1,2,9,1,s,pre,1,175,55,Staccato,Piano,No
59,131,23763,67,64,1,2,9,1,s,pre,1,189,58,Staccato,Piano,No
60,133,23991,71,52,1,2,9,1,s,pre,1,228,59,Staccato,Piano,No
61,135,24168,71,49,1,2,9,1,s,pre,1,177,60,Staccato,Piano,No
62,137,24376,72,63,1,2,9,1,s,pre,1,208,61,Staccato,Piano,No
63,139,24572,72,66,1,2,9,1,s,pre,1,196,62,Staccato,Piano,No
64,141,24760,73,74,1,2,9,1,s,pre,1,188,63,Staccato,Piano,No
65,143,24943,73,85,1,2,9,1,s,pre,1,183,64,Staccato,Piano,No
2,18,8064,78,91,1,2,9,2,s,pre,1,263,1,Legato,Forte,No
3,20,8327,79,95,1,2,9,2,s,pre,1,263,2,Legato,Forte,No
4,22,8575,76,81,1,2,9,2,s,pre,1,248,3,Legato,Forte,No
5,24,8838,72,82,1,2,9,2,s,pre,1,263,4,Legato,Forte,No
7,29,9346,67,57,1,2,9,2,s,pre,1,248,6,Staccato,Piano,No
8,31,9590,67,63,1,2,9,2,s,pre,1,244,7,Staccato,Piano,No
10,34,10093,78,91,1,2,9,2,s,pre,1,264,9,Legato,Forte,No
11,36,10341,79,90,1,2,9,2,s,pre,1,248,10,Legato,Forte,No
12,38,10581,76,70,1,2,9,2,s,pre,1,240,11,Legato,Forte,No
13,40,10830,72,91,1,2,9,2,s,pre,1,249,12,Legato,Forte,No
14,43,11061,76,81,1,2,9,2,s,pre,1,231,13,Legato,Forte,No
15,44,11312,79,99,1,2,9,2,s,pre,1,251,14,Legato,Forte,No
16,46,11560,84,81,1,2,9,2,s,pre,1,248,15,Legato,Forte,No
20,55,12324,81,62,1,2,9,2,s,pre,1,227,18,Staccato,Piano,No
21,57,12550,81,63,1,2,9,2,s,pre,1,226,19,Staccato,Piano,No
23,60,13025,81,91,1,2,9,2,s,pre,1,239,21,Legato,Forte,No
24,62,13270,84,81,1,2,9,2,s,pre,1,245,22,Legato,Forte,No
25,64,13482,81,96,1,2,9,2,s,pre,1,212,23,Legato,Forte,No
